EmployeeID,BenefitID,UsageFrequency,LastUsedDate,Age,Gender,Department,Tenure,BenefitType,BenefitSubType,BenefitCost,SatisfactionScore,Comments,age_group,tenure_group,subcat_401k Basic Matching,subcat_401k Catch-Up Contributions,subcat_401k High Contribution,subcat_401k Investment Fees,subcat_401k Maximum Matching,subcat_401k Standard Matching,subcat_After-School Care,subcat_Basic Coverage,subcat_Conference Attendance,subcat_Dependent Coverage,subcat_Family Membership,subcat_Graduate Degree,subcat_HDHP Individual,subcat_HMO Family,subcat_Healthcare FSA,subcat_Individual Courses,subcat_Monthly Communications,subcat_Monthly Internet Allowance,subcat_On-Site Infant Care,subcat_PPO Family,subcat_PPO Individual,subcat_Premium Discount Tier 1,subcat_Professional Certification,subcat_Supplemental High Amount,subcat_Supplemental Standard,subcat_Tier 1 Partners,subcat_Tier 2 Partners,subcat_Tier 3 Partners,subcat_Transit Subsidy,subcat_Undergraduate Degree,employee_segment,top1,top2,top3,bot1,bot2,bot3,seg_rec1,seg_rec2,seg_rec3,rec1,rec2,rec3
4336,18,0,2024-01-22,37,Female,IT,17,Retirement Plan,401k Investment Fees,743.01,3,"Standard, nothing exceptional.",Millennials,Senior (8+ years),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,After-School Care,Dependent Coverage,Premium Discount Tier 1
3507,7,4,2024-04-25,50,Female,Finance,2,Flexible Spending Account,Healthcare FSA,450.0,3,Average amount of vacation days.,Gen X,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Monthly Communications,Tier 1 Partners,Graduate Degree
1454,29,9,2023-10-18,44,Female,IT,3,Childcare,After-School Care,475.0,3,Average amount of vacation days.,Gen X,Mid (3-7 years),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k High Contribution,401k Investment Fees,Tier 1 Partners
3063,24,1,2023-09-25,49,Female,IT,19,Gym Membership,Tier 3 Partners,780.78,5,Fantastic benefit! I use it daily.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
4711,2,0,2024-01-12,47,Male,Marketing,25,Health Insurance,PPO Individual,706.93,5,Excellent coverage and affordable.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
4580,20,6,2024-02-17,59,Female,Sales,20,Tuition Reimbursement,Undergraduate Degree,489.96,3,Helps but limited in scope.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Conference Attendance,HMO Family,HDHP Individual
3301,18,6,2023-09-06,45,Male,Marketing,1,Retirement Plan,401k Investment Fees,743.01,5,Top-notch retirement plan.,Gen X,New (0-2 years),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Healthcare FSA,401k Maximum Matching,Tier 3 Partners
2445,30,0,2024-01-26,46,Male,HR,5,Tuition Reimbursement,Individual Courses,723.73,3,Helps but limited in scope.,Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Professional Certification,Basic Coverage,HMO Family
1759,28,3,2024-03-04,53,Male,Sales,7,Life Insurance,Dependent Coverage,165.54,5,Great peace of mind for my family.,Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k High Contribution,Supplemental High Amount
3011,24,3,2024-03-10,23,Female,HR,1,Gym Membership,Tier 3 Partners,780.78,5,Fantastic benefit! I use it daily.,Gen Z,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,Graduate Degree,Monthly Communications,Tier 2 Partners
1252,28,0,2024-07-10,53,Male,Marketing,31,Life Insurance,Dependent Coverage,165.54,5,Great peace of mind for my family.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
330,2,4,2023-10-24,46,Male,IT,14,Health Insurance,PPO Individual,706.93,4,"Great coverage, but a bit expensive.",Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Conference Attendance,401k Standard Matching,401k High Contribution
2119,28,10,2023-10-16,57,Male,IT,4,Life Insurance,Dependent Coverage,165.54,1,Disappointing service.,Boomers,Mid (3-7 years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Undergraduate Degree,Conference Attendance,Tier 1 Partners
1569,28,1,2024-03-17,42,Male,HR,9,Life Insurance,Dependent Coverage,165.54,5,Great peace of mind for my family.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Tier 3 Partners,Individual Courses,Supplemental Standard
796,5,5,2024-06-11,31,Male,HR,12,Technology Stipend,Monthly Internet Allowance,75.0,1,Inconvenient and inefficient.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Family Membership,Supplemental Standard,Individual Courses
907,14,0,2023-10-11,35,Female,Marketing,14,Gym Membership,Tier 1 Partners,73.36,5,Fantastic benefit! I use it daily.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Individual Courses,Premium Discount Tier 1,HMO Family
1393,30,4,2023-12-02,35,Male,Finance,3,Tuition Reimbursement,Individual Courses,723.73,2,Complicated reimbursement process.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,401k Investment Fees,401k High Contribution,Supplemental High Amount
3051,5,7,2023-09-20,40,Male,IT,22,Technology Stipend,Monthly Internet Allowance,75.0,1,Inconvenient and inefficient.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
4792,12,9,2023-12-01,33,Male,Finance,3,Tuition Reimbursement,Graduate Degree,824.53,5,Incredible support for education.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,401k Investment Fees,Supplemental High Amount,401k Maximum Matching
272,17,4,2024-05-31,54,Female,IT,18,Retirement Plan,401k Catch-Up Contributions,509.65,5,Top-notch retirement plan.,Gen X,Senior (8+ years),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
435,29,0,2024-05-22,63,Male,Finance,24,Childcare,After-School Care,475.0,5,"Generous vacation days, very happy.",Boomers,Senior (8+ years),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,401k High Contribution,HMO Family,Tier 3 Partners
2732,9,7,2024-04-15,39,Male,IT,14,Professional Development,Conference Attendance,850.0,3,"Good, but sometimes difficult.",Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,After-School Care,Dependent Coverage,Premium Discount Tier 1
306,28,4,2023-11-27,49,Male,Marketing,22,Life Insurance,Dependent Coverage,165.54,3,"Average, but necessary.",Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
825,4,3,2023-11-06,48,Female,Marketing,7,Retirement Plan,401k High Contribution,261.44,4,Good plan with decent returns.,Gen X,Mid (3-7 years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Undergraduate Degree,HMO Family,Monthly Internet Allowance
987,14,7,2024-01-07,32,Male,Sales,6,Gym Membership,Tier 1 Partners,73.36,3,"It's okay, I use it occasionally.",Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Maximum Matching,401k High Contribution,401k Basic Matching
3486,18,0,2023-11-26,54,Male,Sales,27,Retirement Plan,401k Investment Fees,743.01,4,Good plan with decent returns.,Gen X,Senior (8+ years),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Individual Courses,HMO Family
